Name,FIPS,#RenterOccupiedHousingUnits,#MovedSameCounty,#MovedSameState,#MovedNewState,MedianRent,MedianHomeValue,#VacantForRent
"Denali Park, AK",218805,42,,,,,336800,0
"New Hope, OR",4152275,348,20,36,0,600.2127272,336800,0
"St. Michaels, MD",2469825,189,35,0,46,894.3920711,336800,18
"Cheval, FL",1211912,2324,440,301,140,1038.40232,336500,28
"Germantown, MD",2432025,11614,4253,1131,1433,1705.62603,336500,779
"Mather, CA",646226,238,86,11,0,1435.28273,336500,0
"Peoa, UT",4959280,90,,,,,336500,0
"Brook Highland, AL",109500,2110,201,163,35,1027.604476,336400,344
"Honokaa, HI",1516450,155,282,0,46,772.3552679,336400,0
"Twin Lakes, IA",1979335,0,,,,,336400,0
"Barclay, NJ",3402880,66,38,15,18,1393.807692,336300,0
"Mount Rainier, MD",2454275,2799,125,62,0,1203.023334,336200,142
"Wanship, UT",4981190,13,0,0,0,,336200,0
"Exton, PA",4224440,1199,266,44,59,1584.111576,336100,41
"Hopland, CA",634652,133,18,51,0,1172.499578,336100,0
"Ocean View, DE",1053920,179,55,14,60,1298.895259,336100,59
"Longmeadow, MA",2536335,603,186,22,252,1320.8,335900,0
"Fort Dick, CA",625086,47,,,,,335800,0
"Kukuihaele, HI",1541000,13,0,0,0,1132.36449,335700,8
"Marble, CO",848555,2,7,0,0,1583.4,335700,0
"Poulsbo, WA",5355995,1766,554,106,167,1213.7155,335600,46
"Mountain Ranch, CA",649628,208,26,0,10,934.3455541,335500,0
"Palm Desert, CA",655184,9600,1730,469,132,1251.173547,335400,833
"Spanish Springs, NV",3268350,645,441,14,140,1694.184473,335400,72
"Old Fig Garden, CA",653505,463,94,12,43,1012.65121,335300,0
"Plainsboro Center, NJ",3459285,819,23,71,20,1496.742369,335300,162
"Raritan, NJ",3461980,1376,195,6,32,1708.978092,335200,38
"Vista West, WY",5680575,40,20,6,0,,335100,0
"Wallace, CA",683304,0,,,,,335100,0
"Bradford Woods, PA",4208064,32,15,0,6,279.2476062,334700,0
"Shorewood, WI",5573725,3248,443,154,103,976.9424547,334700,77
"Forestdale, MA",2524190,316,56,0,27,1183.90267,334600,0
"Isle of Hope, GA",1341484,226,124,26,0,1637.461198,334600,40
"Lathrop, CA",640704,1759,339,230,91,1676.587185,334600,0
"Montclair, CA",648788,5311,504,448,119,1284.73408,334500,0
"Shepherdstown, WV",5473468,163,146,6,36,784.4040504,334400,4
"Bostonia, CA",607624,3477,533,2,112,1459.105512,334300,3
"Hampton Beach, NH",3333140,586,144,14,11,997.8698061,334300,0
"Pine Lakes Addition, SD",4649640,0,14,0,0,,334200,0
"Sandy, UT",4967440,7067,4954,879,1122,1264.089861,334200,664
"Myersville, MD",2454875,37,30,23,13,1259.467715,334000,0
"Old Brownsboro Place, KY",2157658,5,45,0,0,,334000,0
"Garfield, NJ",3425770,7184,426,370,141,1296.118247,333900,63
"Oakley, UT",4955650,97,92,9,28,861.7464722,333900,0
"Weatherby Lake, MO",2978046,36,53,0,34,1865.362558,333900,0
"Home Gardens, CA",634302,788,143,29,0,1411.752901,333800,0
"Suisun City, CA",675630,3868,627,249,257,1696.454643,333800,29
"Wyncote, PA",4286744,363,17,0,5,1630,333800,111
"Loxahatchee Groves, FL",1241577,217,52,0,7,1265.779293,333700,20
"Marietta-Alderwood, WA",5343491,901,240,0,52,1030.880976,333700,0
"Arcata, CA",602476,4253,658,620,104,951.6402788,333600,109
"Homewood, AL",135800,3613,1170,111,144,1091.684639,333600,872
"Lake Elsinore, CA",639486,6625,2444,391,433,1424.553182,333600,321
"Marlborough, MA",2538715,6649,1270,762,589,1450.050641,333600,537
"Placerville, CA",657540,1495,601,200,15,1089.87024,333600,135
"Eatontown, NJ",3419840,2599,136,34,93,1180.256745,333500,47
"Lakewood, CO",843000,27789,4014,3900,1286,1257.608818,333400,591
"Crystal Mountain, MI",2619195,0,,,,,333300,1
"Florence-Graham, CA",624477,9393,589,0,65,1115.500414,333300,97
"Hanson, MA",2528460,8,18,0,0,1045.619044,333300,0
"Metzger, OR",4147800,722,26,28,0,1032.582436,333300,0
"Broomall, PA",4209248,561,81,57,40,1328.197326,333200,33
"Dry Run, OH",3922674,101,53,123,35,1258.828427,333100,0
"Alder, WA",5301045,0,,,,,332900,0
"Mount Arlington, NJ",3448690,807,6,75,71,1859.807317,332900,34
"Pleasant Ridge, MI",2664900,13,82,52,0,1328.438148,332900,0
"East Rancho Dominguez, CA",621034,1817,224,0,65,1186.705128,332800,0
"White Center, WA",5378225,3170,212,170,73,1078.088698,332800,0
"South Plainfield, NJ",3469390,1370,516,390,88,1810.640432,332700,0
"Estero, FL",1221150,2474,1392,522,371,1447.345156,332600,28
"Montgomeryville, PA",4250672,444,150,95,82,1560.858861,332600,0
"Greenwich, NJ",3428250,30,0,0,44,2881.914452,332500,0
"Chester, MD",2416125,767,53,140,23,1815.640503,332400,29
"Palm City, FL",1254175,1604,745,305,186,1529.874849,332200,0
"Sunday Lake, WA",5368480,0,,,,,332200,0
"Frederick, CO",828360,354,589,58,188,1450.8,332100,13
"Rosslyn Farms, PA",4266320,4,0,6,0,1864.27565,332100,0
"Cheverly, MD",2416550,890,162,0,66,1334.569925,332000,0
"Horizon West, FL",1232610,4219,1196,227,183,1833.612654,331900,494
"Hudson, OH",3936651,1136,369,344,432,1936.6,331900,38
"Montana City, MT",3051175,0,5,0,28,923.737266,331900,0
"Gearhart, OR",4128450,210,27,0,0,1111.50996,331700,31
"Ocracoke, NC",3748740,109,,,,795.5086981,331700,343
"Lincoln Park, NJ",3440290,807,131,155,151,1652.697298,331600,75
"Oak Hills Place, LA",2256855,1252,176,25,34,1218.950188,331600,0
"Palo Cedro, CA",655296,0,0,0,0,2788.398171,331400,0
"Millbrook, NY",3647273,285,0,4,25,1148.550153,331100,3
"Wildomar, CA",685446,3219,1481,89,236,1501.569116,331100,64
"Mount Vista, WA",5347630,1212,232,48,108,1433.218153,331000,27
"Trail Side, CO",878345,0,,,,,331000,0
"Minnetonka, MN",2743252,7677,2653,621,262,1367.362483,330900,39
"North Lindenhurst, NY",3653198,1177,83,0,50,1528.648085,330900,48
"East Gull Lake, MN",2717630,83,0,0,9,920.568387,330800,0
"Parkdale, OR",4156500,13,,,,,330800,0
"La Plata, MD",2445750,1144,104,176,55,1243.23709,330700,163
"Carmel, IN",1810342,8290,3401,950,1032,1190.06279,330600,1021
"Waitsfield, VT",5075250,30,,,,1130.931659,330600,0
"Soledad, CA",672520,1392,212,162,0,1324.442752,330500,21
"Bakerstown, PA",4203864,368,20,0,14,2777.722658,330300,33
"Ukiah, CA",681134,3074,412,405,50,1112.620149,330300,85
"Harrison, NJ",3430210,4559,194,282,97,1407.472939,330200,143
"Lake Stevens, WA",5337900,2855,992,286,793,1541.826542,330200,0
"Sienna Plantation, TX",4867766,481,572,201,93,696.9762732,330200,0
"McMurray, PA",4246344,10,21,35,28,,330100,0
"Franklin, Sacramento County, CA",625506,5,,,,,330000,0
"Galisteo, NM",3527970,33,,,,708.249254,330000,0
"Forest Hills, MI",2629580,655,1028,310,276,1411.858611,329900,46
"Fort Bragg, CA",625058,1747,101,219,73,1023.673464,329900,26
"Walpole, NH",3378340,122,,,,954.0831243,329900,0
"Nags Head, NC",3745880,493,177,21,0,1302.4,329700,1279
"Turin, GA",1377764,21,0,0,0,785.4477772,329700,0
"West Sacramento, CA",684816,8380,741,1313,106,1009.441797,329700,140
"Pine Canyon, CA",657070,40,25,0,0,1043.8,329600,0
"Smith Valley, NV",3268050,0,0,2,0,985.1843159,329600,0
"Spring Lake, UT",4972170,0,9,0,0,491.1715729,329600,0
"Anthem, AZ",402430,1409,1452,47,273,1616.024623,329500,153
"Des Moines, WA",5317635,5066,773,688,76,1270.53095,329500,49
"Montrose-Ghent, OH",3951816,303,316,7,8,1664.6,329500,0
"Foots Creek, OR",4126165,45,,,,,329400,0
"Graeagle, CA",630560,44,0,0,0,1028.810263,329400,0
"North Plains, OR",4153150,187,116,81,31,1024.546863,329400,0
"Great Barrington, MA",2526780,727,99,11,0,940,329300,0
"Valley City, OH",3979184,35,,,,701.6,329300,0
"Dakota Dunes, SD",4615256,536,4,0,69,884.9,329200,32
"South Laurel, MD",2473650,6119,934,453,302,1440.002113,329200,82
"Oregon City, OR",4155200,4224,2245,407,319,1163.278056,329100,85
"Firestone, CO",826600,532,462,265,137,1411.019703,329000,48
"West Hartford, CT",982660,6934,2287,178,840,1301.776652,329000,510
"Lily Lake, IL",1743406,38,47,0,0,1782.911918,328900,0
"Strathmoor Manor, KY",2174064,7,10,0,0,1799.719873,328900,2
"Ardmore, PA",4202896,2500,177,334,137,1347.288091,328800,0
"Cedar Rock, NC",3711352,0,0,0,0,,328800,0
"Kitty Hawk, NC",3736060,241,115,0,151,1301.923987,328700,588
"Acres Green, CO",800320,87,64,130,0,2007.944529,328600,0
"Chesapeake Beach, MD",2415925,590,385,54,251,1629.2,328600,0
"Lilydale, MN",2737016,347,68,32,4,1874.579404,328600,0
"Villano Beach, FL",1274498,0,16,36,9,1975.951424,328600,0
"West Okoboji, IA",1984450,49,8,0,13,1372.6,328600,6
"Bel Air North, MD",2405825,1243,725,130,203,1531.6,328500,0
"Sierra Village, CA",671834,153,,,,1066.171573,328400,0
"Riverton, UT",4964340,1208,2156,85,418,1622.519949,328300,25
"Rosaryville, MD",2468300,53,386,24,112,1885.146592,328300,0
"Bull Run Mountain Estates, VA",5111245,36,6,45,0,,328200,0
"Aberdeen, IN",1800140,271,9,26,93,1298.101107,328100,9
"Budd Lake, NJ",3408620,1258,40,289,49,1121.39801,328100,0
"Centreville, MD",2414950,369,74,48,0,1039.161376,328100,160
"Woolsey, GA",1384288,2,0,0,0,,328100,0
"Bend, CA",605276,3,2,70,0,737.8935881,328000,0
"Buckner, KY",2110648,154,0,32,2,1005.495045,328000,0
"Carolina Beach, NC",3710500,949,126,204,220,1169.2,328000,405
"North Lynnwood, WA",5349940,5036,800,227,288,1621.005404,328000,191
"Prescott, AZ",457380,6357,1302,433,483,900.7570978,328000,273
"Lockeford, CA",642104,259,87,111,14,1226.562525,327900,0
"Geneva, IL",1728872,1293,571,133,217,1450.815302,327800,51
"Maxville, MT",3048625,46,,,,519.260571,327800,0
"Saddle Butte, MT",3065065,0,,,,,327800,0
"Lake Ridge, VA",5143432,3718,1668,539,242,1792.517857,327700,184
"Val Verde, CA",681967,126,85,0,0,1144.2,327600,0
"Lake Zurich, IL",1741742,1313,455,289,180,1538.720198,327400,79
"Millis-Clicquot, MA",2541532,403,162,79,24,1776.695905,327400,0
"Severance, CO",869150,57,141,14,89,1511.253329,327400,30
"Gardiner, MT",3029950,316,0,32,2,703.3260352,327300,48
"Franklin Park, PA",4227552,597,398,65,108,1515.2,327200,96
"Longmont, CO",845970,14291,2543,2233,1008,1231.198285,327200,799
"Toughkenamon, PA",4277144,31,42,0,0,1537.260069,327200,22
"East Lake, FL",1219206,2537,783,675,185,1285.422664,327100,215
"North Bay, WI",5557700,1,0,0,0,,327100,0
"Crosslake, MN",2713978,108,45,53,0,894.4165959,327000,0
"Lynden, WA",5340805,2040,446,79,99,1256.881697,327000,56
"Tubac, AZ",475940,16,7,0,0,2070.384511,327000,32
"Amesbury Town, MA",2501260,2322,401,47,229,1153.755027,326900,0
"Bogota, NJ",3406490,871,68,19,167,1349.2907,326900,0
"Bowie, MD",2408775,4073,1188,854,538,1899.785457,326900,322
"McCoy, CO",847345,0,,,,,326900,0
"Warwick, NY",3678355,1355,281,20,44,984.7765332,326900,12
"Savage, MD",2470475,688,380,216,17,1525.699298,326800,71
"Foristell, MO",2925120,15,11,0,8,838,326700,0
"South Russell, OH",3973684,111,24,8,33,1123.895298,326600,0
"Hollywood Park, TX",4834628,230,70,24,0,,326200,0
"Samsula-Spruce Creek, FL",1263362,136,235,72,21,1314.2,326200,0
"Middleton, WI",5551575,4059,479,168,188,1040.332205,326100,69
"Brewster Hill, NY",3608092,51,0,6,21,,326000,36
"Coupeville, WA",5315185,290,15,33,87,720.5522222,326000,0
"Potomac Mills, VA",5164152,504,126,356,205,1644.681058,326000,0
"Sewickley, PA",4269376,632,144,29,50,846.9176497,326000,108
"Northville, MI",2658980,459,105,112,5,1133.716404,325900,0
"Chalfont, PA",4212504,306,88,45,39,1252.785275,325800,32
"Passaic, NJ",3456550,14970,685,172,371,1181.985886,325800,438
"Collegeville, PA",4215192,354,108,28,23,1206.972153,325700,0
"Fruit Cove, FL",1224925,2052,1256,740,255,1715.6,325600,48
"Kingston, MA",2533185,674,100,0,10,1197.9556,325600,0
"San Pablo, CA",668294,6079,710,117,39,1292.291788,325600,0
"Butler Beach, FL",1209630,205,189,42,79,1462.874482,325500,36
"Dennis Port, MA",2516810,801,153,0,0,1365.605384,325500,64
"Santa Maria, CA",669196,14074,3065,548,328,1353.32346,325400,188
"Addison, TX",4801240,7394,262,885,56,1307.919429,325100,1010
"Amboy, WA",5301850,162,64,0,0,1488.344669,325000,0
"Fish Lake, MN",2721190,0,,,,,325000,0
"Gem Lake, MN",2723318,25,1,0,0,1432.109298,325000,0
"Island Park, ID",1640600,0,6,0,4,,325000,0
"Peachtree Corners, GA",1359735,8241,898,590,258,1129.797792,325000,516
"Poquoson, VA",5163768,791,94,170,85,1175.2,325000,0
"Townsend, DE",1072510,52,50,0,0,1548.727623,324700,0
"Buffalo Grove, IL",1709447,3329,1064,523,501,1598.226513,324600,136
"Waunakee, WI",5584350,1178,342,141,36,979.4715905,324600,115
"Freeport, NY",3627485,4529,843,104,301,1437.399202,324500,0
"Harpers Ferry, WV",5435284,20,60,25,74,1098.099258,324500,0
"Genola, UT",4928810,53,90,0,0,731.6,324400,12
"Bay Shore, NY",3604935,2859,1333,71,128,1517.694289,324300,164
"Methuen Town, MA",2540710,4978,1025,129,815,1215.360389,324300,307
"Willow Springs, IL",1782049,396,70,58,23,1147.401907,324300,0
"Yarmouth, ME",2387810,765,151,76,73,1126.583394,324300,0
"McClellanville, SC",4543585,33,0,48,0,1445.133167,324100,0
"Fort Lee, NJ",3424420,7004,711,161,478,1806.744687,323800,255
"Hansville, WA",5329430,340,79,0,35,889.8325689,323800,0
"Odenton, MD",2458300,5370,1979,678,1051,1782.494588,323800,323
"Paramount, CA",655618,9078,623,640,120,1323.470979,323600,324
"Junction City, CA",637596,38,58,0,0,786.6,323500,1
"Chelsea, MA",2513205,10322,459,642,18,1356.105593,323400,53
"Kearny, NJ",3436510,6952,244,411,90,1238.532917,323400,299
"Flagstaff, AZ",423620,12652,2617,1585,1388,1200.441362,323200,1229
"Prado Verde, TX",4859210,0,,,,,323200,0
"Spokane Creek, MT",3069900,26,,,,,323100,0
"Carver, MN",2710144,147,110,110,67,930.9943929,322800,0
"Turpin Hills, OH",3977840,465,78,34,278,955.3381793,322800,0
"Big Creek, CA",606518,23,,,,892.1777385,322700,0
"Turah, MT",3075175,34,,,,1031.211296,322700,0
"Buxton, NC",3709400,287,0,0,0,927.7539386,322600,124
"East Nicolaus, CA",620900,28,0,0,0,1331.533856,322500,0
"Newfane, VT",5048325,35,,,,838.334585,322500,0
"Goochland, VA",5131808,39,,,,,322400,0
"Rio Vista, CA",660984,735,220,186,20,1489.931957,322400,18
"Bear Creek Village, PA",4204599,13,0,0,0,1608.519248,322200,0
"Carmel Hamlet, NY",3612532,664,64,29,80,1209.726971,322200,77
"Skagway, AK",270760,216,54,10,1,1059.2,322200,6
"Weatogue, CT",980770,143,99,79,46,1292.36749,322200,0
"Woodbury, Orange County, NY",3682750,374,146,65,122,1438.037006,322200,0
"Fox Point, WI",5527075,483,129,343,149,1226.606866,322000,0
"Cockeysville, MD",2418250,6116,711,409,440,1195.901193,321900,339
"Monroe, NY",3647988,678,249,57,43,1660.509721,321900,0
"Northampton, MA",2546330,5250,882,322,353,1097.646793,321900,95
"Mount Prospect, IL",1751089,6581,1836,541,98,1090.773367,321700,177
"Springdale, MD",2474282,36,79,0,0,,321700,0
"Germantown, TN",4728960,2219,1200,67,568,1325.04618,321600,179
"Darien, IL",1718628,1517,532,432,290,1181.413065,321500,86
"McGregor, FL",1242090,814,286,14,117,1326.472957,321400,7
"Village of Clarkston, MI",2682450,144,200,9,31,914.6064573,321400,0
"Catonsville, MD",2414125,3869,807,479,401,1355.67293,321300,150
"Fircrest, WA",5323970,847,226,77,16,1255.675366,321300,0
"East Patchogue, NY",3622733,2832,423,0,136,1397.253397,321200,9
"Matlacha Isles-Matlacha Shores, FL",1243484,25,,,,,321200,45
"Beattystown, NJ",3404252,978,112,0,2,1074.623405,321100,47
"Carlton, MT",3012435,0,,,,903,321000,0
"Ardentown, DE",1001660,37,31,0,0,1200.811417,320800,13
"Greentree, NJ",3427995,855,342,81,43,2015.381223,320700,69
"Olympia Heights, FL",1251475,783,127,57,10,1486.103276,320700,0
"Cedar Point, NC",3711340,145,8,0,81,1347.474295,320400,15
"New Castle, CO",853395,468,58,37,88,1368.283504,320400,0
"Bayonne, NJ",3403580,15370,814,780,489,1220.583736,320300,628
"Porter, WA",5355540,37,,,,,320300,0
"Itasca, IL",1737907,1050,193,177,47,1258.189685,320100,48
"Saratoga Springs, UT",4967825,1338,1737,301,310,1396.028587,320100,0
"Wakefield-Peacedale, RI",4473130,995,166,51,57,1014.8,320100,94
"Mahtomedi, MN",2739428,552,227,86,0,1162.868145,320000,0
"Morgan's Point, TX",4849380,13,40,0,0,1118.805217,320000,0
"Okoboji, IA",1958710,91,77,0,0,987.5642404,320000,0
"Twain Harte, CA",680966,323,92,45,27,1017.975624,320000,0
"La Center, WA",5336710,162,182,90,49,1721.129969,319900,5
"Compton, CA",615044,11130,1087,423,209,1174.313439,319800,152
"Wilbraham, MA",2579705,93,54,106,2,641.5477278,319800,0
"Corcoran, MN",2713168,162,128,128,0,1585.127293,319700,0
"Piperton, TN",4758840,71,10,16,0,889.3864857,319700,0
"Deming, WA",5317495,4,,,,,319600,0
"Minden, NV",3247000,540,172,40,4,1334.109179,319600,0
"Bishopville, MD",2407625,5,,,,,319500,0
"Vansant, VA",5180608,168,,,,806.8193733,319500,0
"Hester, LA",2234085,4,,,,,319400,0
"Salem, UT",4965770,203,336,32,16,1219.539608,319400,15
"Bay Park, NY",3604891,322,23,0,0,2196.876925,319300,0
"Douglas, MI",2622740,132,33,0,0,876.9689889,319200,0
"Helotes, TX",4833146,16,245,180,84,1783.993011,319200,0
"Hickory Corners, MI",2637960,0,,,,,319200,0
"Hilo, HI",1514650,6967,1190,100,408,1039.252868,319100,283
"Wilton Manors, FL",1278000,2732,443,130,94,1312.642817,319100,334
"Woodland Park, CO",886090,924,424,147,424,1174.196607,319100,0
"Fearrington Village, NC",3722982,437,13,6,0,628.7416388,319000,0
"Darlington, MD",2421800,13,53,19,0,1140.749156,318900,16
"Palm Springs North, FL",1254500,157,28,26,0,2270.412951,318900,0
"Timberwood Park, TX",4873057,1247,716,134,225,1706.630246,318900,192
"Aquasco, MD",2401925,51,0,0,0,1342.473805,318800,0
"Marshall, VA",5149656,341,8,89,0,1424.3416,318800,0
"West Havre, MT",3079098,0,,,,,318800,0
"Orangetree, FL",1252162,127,262,96,0,2241.406823,318700,0
"Rolesville, NC",3757640,427,186,0,23,753,318700,194
"Fiskdale, MA",2523840,471,106,2,37,888.8592871,318600,0
"Penn Valley, CA",656518,121,32,9,27,1084.003627,318600,0
"Peachtree City, GA",1359724,3239,1008,740,343,1398.271585,318500,112
"Piru, CA",657372,237,41,0,0,1372.61054,318500,0
"Tilghman Island, MD",2477912,50,15,0,18,1396.211338,318300,0
"Fort Lauderdale, FL",1224000,35075,6576,2202,1634,1234.709916,318200,2746
"Millville, DE",1048200,197,23,0,0,1478.4,318200,2
"Seven Fields, PA",4269309,435,167,96,10,1542.784794,318200,10
"Wimer, OR",4182850,51,,,,,318100,0
"Hancock, NH",3333620,60,,,,1115.217708,318000,0
"Hughson, CA",634904,938,283,19,0,1671.049359,318000,0
"Lehi, UT",4944320,3269,2702,696,402,1469.287122,318000,333
"Pantops, VA",5160512,1433,136,0,0,1303.312534,318000,175
"Pine Hills, CA",657204,307,4,86,23,1174.420109,317800,0
"Morrisville, NC",3744520,5164,1006,380,232,1345.36346,317700,43
"Palmyra, UT",4957630,59,37,0,0,1985.683167,317700,0
"South Amherst, MA",2562675,886,91,99,21,1339.775435,317700,81
"Union City, NJ",3474630,19622,957,329,384,1208.374546,317600,1377
"Wolfeboro, NH",3386340,519,46,40,30,803.6,317600,0
"Pine Beach, NJ",3458590,56,45,35,0,1239.136557,317500,0
"Pine, AZ",455700,52,0,62,10,,317500,38
"Rollingwood, CA",662700,419,21,42,0,1681.301191,317500,0
"Islandia, NY",3637840,90,121,0,37,1933.131792,317400,16
"Homer Glen, IL",1735835,440,525,185,48,1630.005239,317300,0
"Alva, FL",1201125,110,103,33,23,883.4854895,317200,0
"Destin, FL",1217325,2211,632,84,306,1415.568779,317200,0
"Orange, OH",3958604,118,15,49,0,1237.866125,317200,0
"Beach City, TX",4806200,29,11,6,4,907.0972137,317100,3
"Monroe, WA",5346685,2180,793,328,132,1265.988398,317100,0
"Riverhead, NY",3661973,2226,211,16,27,1404.007456,317000,116
"Belle Mead, NJ",3404630,0,,,,,316700,0
"Jamestown, CO",839195,51,14,0,13,1318.922394,316700,0
"DuPont, WA",5318965,2126,295,65,122,1772.818315,316600,59
"Little Ferry, NJ",3440680,2688,215,113,89,1310.2,316600,0
"Media, PA",4248480,1510,542,83,60,1133.023904,316600,22
"Fernandina Beach, FL",1222175,1695,809,217,153,1275.600267,316500,97
"Tega Cay, SC",4571417,353,478,32,179,1297.380729,316500,42
"Kent, WA",5335415,19240,3165,1692,813,1289.232891,316400,541
"Lake Wylie, SC",4539785,1620,223,0,356,1163.308485,316400,27
"Spanish Valley, UT",4971455,69,,,,,316400,28
"Rosedale, NM",3564900,113,,,,,316300,0
"Allentown, NJ",3400760,156,14,0,55,1172.871976,316200,0
"Cordova, AK",217410,345,1,9,96,1041.281158,316200,41
"Friday Harbor, WA",5325615,603,112,46,11,999.3273391,316000,0
"Dublin, PA",4220104,430,66,33,13,1097.371092,315900,16
"Laytonville, CA",640928,228,32,32,0,396.0330608,315900,0
"Spring Ridge, MD",2474560,416,147,36,211,1474.675066,315700,0
"Pikesville, MD",2461400,4112,495,473,70,1446.906352,315600,251
